4.975963336272411830e+00 1.538025154785844251e+01
6.112220396438724279e+00 1.643764215668775464e+01
4.918609990881961380e+00 1.528239869804713535e+01
7.370743563170392143e+00 1.591682062591908497e+01
1.171448395127131548e+01 7.364941861767317910e+00
1.153670961934701644e+01 1.152314974271001624e+01
1.466359916120210727e+01 1.901998952729920589e+01
1.546868462407958233e+01 1.770982319219266188e+01
1.070646681018583735e+01 1.736005006016833363e+01
4.129069005433303907e+00 1.388461588503144029e+01
8.899221931093856952e+00 1.434316469421196771e+01
1.032647991431910484e+01 1.613317114410963882e+01
1.388141876038611855e+01 1.670524554745727741e+01
1.146002334082194274e+01 1.762732540202274123e+01
8.796979871494368552e+00 1.518435919743820683e+01
1.289502618964317016e+01 1.239792974890615440e+01
1.387689131905436746e+01 1.194139769018735464e+01
1.046563174835377552e+01 1.828569302399894880e+01
8.727747930492629536e+00 1.574454356688617374e+01
1.666048781662962597e+01 1.786217004470602632e+01
7.740462514463253285e+00 2.021401610993081377e+01
1.410601740219444622e+01 1.355848700249102912e+01
8.988596624399251667e+00 1.723446690806067494e+01
4.842289826694566202e+00 1.175069481408418071e+01
9.492688522731256739e+00 1.530236890629215907e+01
1.019535197646570523e+01 1.953211444856270163e+01
1.101283914456723423e+01 1.574138610284155604e+01
9.730975872033926777e+00 1.729723811152175372e+01
1.484988000390533180e+01 1.362203169209686848e+01
1.199869723632293805e+01 1.437805504089479669e+01
2.470212750607726804e+01 2.362633849677627751e+01
2.345557319498811211e+01 2.355189893598751993e+01
2.186460585762229769e+01 1.855720013151937309e+01
1.745859247340855447e+01 3.150239998111667816e+01
2.166403800709117888e+01 2.890254901085762640e+01
1.650881870026636022e+01 2.448195366836407416e+01
2.692395248401132690e+01 2.520153322984641875e+01
1.932528875244883793e+01 2.582227393781408864e+01
1.904884392208566979e+01 2.508781078030433420e+01
1.555279441528940687e+01 2.735807096536920113e+01
1.536066052906014789e+01 2.424227157823032996e+01
2.711479289977088314e+01 2.909237076534849820e+01
1.249559790820273619e+01 2.357215694147031471e+01
2.302287190538218553e+01 2.426372028177413043e+01
1.863359837305683442e+01 1.964167488617846757e+01
1.970908331187152029e+01 3.217326494894026467e+01
1.938407755313082959e+01 3.439344928181986205e+01
2.146775212413547607e+01 1.818907263551468390e+01
1.839594766990427033e+01 2.303175490976575190e+01
1.967468371764433854e+01 2.561367133511738103e+01
2.742929474315276650e+01 2.339327994862327387e+01
3.200548248228523818e+01 2.106884996241790731e+01
1.997669960352430607e+01 3.568549833512660996e+01
1.421790141627506898e+01 1.533122746367072686e+01
2.019960063119413007e+01 2.923713708276276790e+01
1.972308181701658825e+01 2.908742390307396519e+01
1.859518840440695797e+01 3.118272975754521781e+01
2.401997261976464060e+01 2.156547810949276922e+01
2.118069464946301039e+01 2.033482915666255764e+01
2.024816218974318360e+01 2.827564783585268771e+01
2.603025421187591704e+01 2.106791852610474791e+01
1.587669505459107455e+01 3.390449290542785121e+01
2.366040295210569511e+01 2.234391881843803418e+01
1.088796350917549738e+01 1.500022038588340934e+01
2.073053968850238249e+01 2.411940064008427953e+01
2.269822306706591419e+01 2.416778770549156263e+01
2.098096628299904864e+01 2.140294581357879267e+01
2.045777222771668491e+01 2.213534477382498267e+01
1.998459978278694393e+01 2.570498957285108688e+01
1.586589450051022432e+01 1.759773611847022678e+01
2.025138874919644039e+01 2.731984313978630396e+01
2.031789732390990366e+01 2.881078477497029411e+01
1.980055245061954139e+01 3.071528701237539849e+01
1.785621373057559325e+01 1.867698454187850388e+01
1.976013014323050143e+01 3.396177897307393323e+01
3.104073463787633358e+01 1.929105625621368958e+01
1.983419089722346129e+01 3.207940936017045885e+01
2.524241032874333968e+01 2.782633113095173982e+01
1.747140768784550957e+01 2.496916981450424800e+01
1.619164821275386856e+01 2.493430405874927658e+01
2.686970058713246345e+01 2.748481441419166060e+01
2.586890328382615323e+01 2.766499760997505319e+01
2.428272640671920612e+01 2.962554688853179385e+01
2.520102369658194164e+01 3.115112210676614168e+01
2.086575773467028228e+01 2.482445433924612033e+01
1.828325125435703313e+01 2.574151578080554970e+01
1.695482284185161248e+01 2.368426656929616669e+01
2.565588634773126131e+01 2.085649388933380166e+01
1.975919587565037361e+01 2.062696949251277800e+01
1.060778864302054636e+01 2.861345338963912965e+01
2.154709435584436505e+01 2.563901879266654049e+01
1.848134962047552321e+01 2.151658311128272416e+01
1.474569427909197117e+01 2.500684631255445112e+01
2.069327345845617927e+01 2.347326494108117245e+01
1.887166786302583787e+01 3.193944437781534873e+01
2.383074222049715374e+01 2.464939825852150435e+01
2.376654097172589175e+01 2.518933068003524056e+01
2.492395428033664828e+01 2.486470770977242850e+01
1.808636768065185763e+01 2.940513226228175725e+01
1.537893779482874734e+01 2.419213218950450894e+01
